userId,movieId,rating,timestamp
95131,44199,4.0,2007-04-10 02:59:19
20148,5313,1.5,2015-01-31 14:23:34
120225,8958,4.5,2005-01-09 21:38:30
93925,89774,4.5,2012-06-03 13:47:07
40642,2144,3.5,2006-08-31 17:56:07
27617,922,5.0,2009-11-04 11:32:06
20012,150,4.0,1996-09-26 22:23:06
95989,2942,2.0,2003-01-02 17:36:49
114345,17,3.0,1997-01-03 23:51:07
105062,1387,2.5,2005-05-29 22:31:30
82369,595,3.0,1996-11-20 17:19:13
130262,1222,5.0,2015-02-01 06:42:46
43026,3977,3.0,2007-01-23 18:19:31
113191,1193,4.0,2009-02-06 17:32:42
102038,2366,3.0,2002-06-03 14:46:42
116013,3481,2.0,2002-10-23 14:14:18
25901,3863,2.0,2001-01-16 20:08:43
125921,42351,4.0,2011-01-10 18:11:48
112735,318,3.0,2005-03-22 07:42:37
41022,1242,4.0,1999-10-15 12:22:56
71444,5324,1.0,2010-01-27 02:17:06
27812,7438,2.5,2008-04-19 23:34:09
58958,168,3.5,2012-04-29 03:02:51
32187,377,4.0,1996-09-01 08:00:22
131861,253,3.0,1996-09-12 20:44:00
89347,2393,5.0,1998-12-17 02:24:26
87361,3247,3.0,2013-11-11 22:32:19
59667,527,5.0,1998-06-07 15:43:11
22306,5418,4.0,2014-08-19 20:56:51
129008,8970,4.5,2005-06-06 02:10:18
34197,2926,3.0,2000-12-05 16:02:03
74994,2871,5.0,2000-04-10 16:12:43
57380,2599,3.0,2000-09-19 01:41:31
67961,215,3.0,1999-12-11 17:37:57
19909,913,4.0,2000-07-12 16:53:46
92882,49824,4.0,2007-05-26 08:35:20
98763,46972,4.0,2008-03-22 07:06:32
8932,733,3.0,2007-08-22 09:41:31
112148,62,4.5,2003-06-24 05:34:19
92354,2096,5.0,2000-12-06 20:00:47
4473,552,2.5,2006-07-27 06:16:31
8739,3614,3.0,2000-05-07 11:22:12
78900,4489,3.0,2002-05-21 20:16:08
127961,1188,3.5,2013-08-25 06:51:26
103078,53996,3.5,2009-03-31 16:53:33
102431,2915,4.0,2000-11-23 22:48:14
64505,61240,4.0,2015-03-12 17:19:21
38730,552,1.5,2012-12-19 00:43:51
25375,733,4.0,1999-10-02 20:24:07
121458,1210,5.0,1997-03-13 15:16:33
136498,2355,4.0,2009-04-16 22:24:42
14442,54503,0.5,2007-11-17 19:48:09
369,2858,0.5,2005-10-25 23:23:53
5695,4238,3.5,2004-05-08 03:41:55
130311,48043,3.5,2011-02-22 14:20:08
62714,8949,2.0,2007-10-22 00:24:29
27666,4848,2.0,2002-06-04 20:47:28
135503,1278,5.0,2000-12-13 08:19:47
25510,367,3.0,1996-05-12 20:17:35
18154,2119,4.0,2001-06-12 03:12:40
116672,475,3.0,1996-06-05 20:18:48
3971,42732,4.0,2009-04-12 02:24:05
90264,2561,3.0,1999-05-08 12:00:25
118992,3536,4.0,2011-01-16 22:50:42
8405,4453,2.5,2006-11-14 03:57:29
121459,34,4.0,1996-11-19 20:51:10
67608,76093,5.0,2013-07-03 17:53:13
9976,3617,3.0,2013-09-06 21:33:10
36099,1784,4.0,2006-04-25 01:27:39
40144,1300,4.0,2005-04-27 03:16:56
45814,71282,3.0,2012-01-03 03:14:39
79892,104069,3.5,2014-12-07 05:47:57
2933,30810,4.5,2010-11-26 11:16:56
34452,6538,4.0,2009-02-10 13:13:57
74867,6365,2.5,2008-10-29 03:45:01
16546,180,3.0,1997-01-29 07:52:43
111535,2413,4.0,2013-03-17 19:05:12
11621,673,5.0,2006-07-07 07:54:50
7414,1961,3.5,2009-11-30 20:17:05
120701,2858,5.0,2008-10-29 20:58:43
88209,4571,3.0,2001-12-17 06:44:27
124726,2366,3.5,2004-05-20 00:00:54
108127,4973,4.0,2004-12-26 20:58:03
45538,1617,5.0,1999-10-30 17:58:49
35435,17,2.0,1997-03-10 18:38:12
18318,1244,5.0,2003-04-20 13:59:24
50755,188,3.5,2006-08-16 20:19:42
103492,8977,0.5,2006-12-06 20:52:54
83624,2450,5.0,1999-12-13 06:56:45
113345,1513,2.0,2000-01-04 00:04:20
113739,111,4.0,1999-12-11 16:32:55
127434,8610,2.5,2004-11-23 16:57:29
110274,2369,4.0,2005-03-08 00:01:43
30493,5956,5.0,2009-04-24 09:41:50
99448,4679,2.5,2003-06-25 06:27:45
31636,26230,2.5,2005-11-22 11:13:05
58604,1022,4.0,1997-06-18 15:41:24
29992,2353,4.5,2011-03-03 21:05:49
73913,47,2.5,2009-12-28 04:12:14
97984,8622,4.0,2005-03-29 01:48:24
4844,51662,5.0,2011-02-10 14:12:24
120063,2374,2.0,1999-04-28 22:46:36
6607,1580,5.0,2001-12-21 23:54:25
64577,2788,4.0,2004-01-20 10:23:18
132386,541,4.0,2005-03-13 10:43:08
62805,4544,4.0,2009-04-26 04:50:30
23086,3981,5.0,2001-06-27 18:08:33
55180,733,3.0,1996-06-15 15:11:36
69095,457,5.0,1996-10-12 17:49:05
60056,87232,4.0,2012-11-09 20:09:28
4074,2692,5.0,2000-07-03 05:10:19
89080,370,2.5,2006-04-23 01:23:48
137232,1257,4.5,2003-06-08 15:56:48
131257,3440,1.0,2004-11-12 14:17:43
59203,1391,3.0,2008-03-23 03:44:20
82334,440,3.0,1996-05-08 20:08:55
76657,11,5.0,2000-11-02 00:08:30
90603,2288,4.0,2013-03-02 09:38:55
91931,3157,2.0,2001-01-23 06:25:53
48004,866,3.0,2007-03-24 18:10:54
51957,4368,3.0,2015-02-26 23:29:16
53310,1948,5.0,1999-11-13 19:41:33
20383,1222,4.0,2006-07-01 09:21:30
1952,2371,3.0,2000-01-13 04:27:18
131681,2324,4.0,2004-11-30 19:09:49
9953,3078,3.0,2000-11-21 01:13:51
14692,266,4.0,1996-10-07 09:08:48
47323,18,3.0,1996-07-18 21:57:28
48113,2571,5.0,2001-09-30 11:59:09
75618,1590,4.0,2000-11-19 01:25:04
75638,798,3.0,1997-05-27 17:06:43
101029,586,3.5,2010-08-30 23:55:51
137048,57640,4.0,2013-07-20 20:07:56
72672,1210,5.0,2007-05-16 04:00:44
98921,2447,4.0,2002-12-09 22:07:36
12883,4973,4.0,2010-11-15 18:03:39
94855,3996,3.5,2008-08-10 21:32:46
12767,44100,3.5,2009-07-27 16:19:08
79445,1951,4.0,2005-03-17 17:41:10
92772,4167,1.0,2001-09-13 19:10:08
117144,103836,2.5,2013-12-22 02:47:53
1494,1017,3.0,2005-11-01 08:36:00
32671,588,3.5,2005-06-24 21:09:47
119054,1079,4.0,2003-03-29 23:35:59
21441,218,3.0,1997-01-24 15:44:24
64104,296,4.0,2000-05-31 11:13:19
80886,3498,3.0,2000-04-02 21:37:19
60361,46803,4.5,2007-07-08 07:12:22
57720,3168,4.0,1999-12-27 21:26:17
31157,2542,2.0,2000-01-17 00:46:17
34316,1036,4.0,2012-08-23 15:52:47
63295,508,4.0,1999-11-26 08:23:43
38172,16,4.0,1996-07-16 12:31:20
51710,551,2.0,2000-03-06 13:05:47
55558,608,1.0,1996-08-15 21:31:33
12397,592,3.0,1996-06-09 09:19:43
62107,434,4.0,1996-08-11 10:20:58
38756,3355,3.5,2009-02-12 17:38:04
131776,2732,5.0,2011-09-21 18:32:59
51843,3039,3.5,2014-03-08 23:38:40
118177,3160,4.5,2007-11-11 00:33:16
79086,82169,4.5,2011-08-21 17:26:09
23129,509,4.0,2006-02-14 00:31:40
134365,8464,3.0,2005-03-27 17:54:59
127287,2028,3.0,1999-12-02 13:34:49
56907,68157,5.0,2014-12-07 02:37:10
47762,3176,2.0,2006-05-28 01:17:16
13323,204,4.0,1996-07-09 09:35:45
81128,2724,3.0,2001-05-13 14:56:41
84763,111,4.0,2014-07-20 22:18:48
15617,37955,3.5,2011-01-24 18:50:30
79581,47999,3.5,2011-08-24 03:46:32
116152,922,5.0,2001-03-31 19:45:39
2732,943,4.0,2002-12-20 18:29:48
113797,18,5.0,1997-06-08 15:40:00
107203,493,4.0,1996-11-11 12:07:27
7539,1485,4.0,2010-03-12 07:17:58
50842,480,3.0,2000-11-12 14:32:17
137562,2018,5.0,1998-08-03 20:54:04
29808,5944,4.0,2008-05-19 23:52:31
52820,364,3.0,1996-07-18 08:49:52
134634,2353,3.5,2004-09-14 23:37:06
2520,1356,4.0,1996-12-18 17:25:44
56214,3744,4.0,2004-10-07 19:32:11
39373,150,3.5,2007-06-02 23:53:48
579,535,5.0,1996-10-30 12:22:54
36530,4397,3.5,2005-07-05 23:47:27
78106,8167,3.0,2008-10-30 18:15:07
92781,2371,5.0,2000-12-22 18:47:00
26124,1907,5.0,1999-12-29 15:37:39
119963,1394,5.0,1998-06-22 01:38:24
92362,3253,4.0,2001-09-11 00:12:30
83005,552,3.5,2004-05-23 03:56:34
27785,4993,4.0,2003-07-15 10:02:56
42598,51255,3.5,2009-02-24 06:16:27
100889,76093,5.0,2011-03-08 04:14:48
138072,2717,3.0,2007-03-13 20:25:37
1815,2959,3.5,2005-08-17 19:41:58
116015,1050,4.0,2000-12-19 13:21:03
56967,587,4.5,2004-07-28 05:21:07
202,256,3.0,1996-05-11 23:32:58
100798,1247,4.0,2002-10-15 03:21:12
20661,150,3.0,2005-10-23 22:00:34
114771,1222,4.0,2015-01-17 20:06:29
137037,362,2.0,2001-07-04 02:28:13
46743,1682,4.0,2005-05-06 19:43:01
50314,3615,2.0,2000-07-18 02:48:24
58945,260,4.0,2006-02-24 06:49:08
43835,3671,3.5,2004-04-05 00:53:06
111664,1377,3.5,2004-01-27 19:43:16
87537,8360,4.5,2004-07-25 21:15:08
123352,87192,4.0,2014-12-08 02:59:41
135274,673,3.0,2000-04-25 20:02:16
7321,4446,5.0,2002-10-18 06:19:44
107090,440,4.0,1996-05-17 10:08:39
50294,4927,4.0,2002-04-03 17:17:17
57787,2134,4.0,2005-10-03 01:13:48
49595,4848,4.5,2003-12-07 22:47:17
4562,356,4.5,2011-03-03 14:24:54
8082,714,4.0,2009-08-20 17:29:53
127578,55765,3.5,2011-01-26 00:00:29
111407,1704,4.0,2007-06-25 15:22:59
66635,3397,4.0,2012-01-22 00:25:15
81059,318,4.5,2010-02-07 22:44:15
118375,1210,5.0,2003-04-02 22:15:30
115084,3481,3.5,2007-07-24 22:57:38
111171,2288,4.5,2015-03-08 19:41:22
2868,158,2.0,2007-09-21 06:59:28
130960,1396,3.0,1996-12-30 20:00:07
91681,6951,1.5,2006-06-08 14:18:03
18440,105,3.0,2013-07-26 12:05:43
60349,5459,4.0,2011-07-30 21:37:28
79663,902,2.0,1999-12-07 17:17:57
75262,58047,2.5,2012-04-23 01:23:07
76767,193,3.0,1996-04-21 13:38:18
119100,849,5.0,1997-01-24 05:31:33
98802,205,5.0,2000-07-07 16:29:55
48367,595,3.0,1996-06-18 20:30:09
15601,1674,2.5,2012-09-15 02:41:14
107154,318,3.5,2008-05-10 20:16:36
83343,1265,4.0,1997-12-29 08:06:02
37266,110,3.0,2007-06-22 22:36:41
34838,1148,4.0,1999-04-09 12:37:24
81771,800,4.0,1998-05-09 16:15:37
106017,288,5.0,1996-11-26 10:42:30
19865,1485,3.5,2005-09-18 10:46:09
97132,4016,4.5,2003-07-07 21:41:59
33732,595,3.0,1999-10-18 21:27:48
25781,3253,4.0,2009-08-28 21:46:15
120991,4052,1.0,2001-10-25 16:33:12
38228,2073,3.0,2001-08-01 04:31:19
49877,880,2.5,2007-07-15 23:35:55
52481,225,3.0,1996-11-25 06:04:21
11059,2394,4.0,1999-12-11 18:58:26
30966,2100,3.0,2004-10-15 19:14:04
66392,3755,3.0,2007-03-18 00:12:10
119453,786,2.0,1997-02-27 16:16:28
135201,3441,3.0,2005-04-18 08:06:10
48498,66097,5.0,2013-07-22 06:39:23
63123,1639,3.5,2008-10-10 03:48:23
15466,6373,3.5,2003-09-09 07:38:12
10434,4,3.0,1996-07-10 21:12:26
93993,2355,4.0,2000-01-22 10:32:46
115585,4447,2.5,2008-04-14 20:21:43
53596,364,4.0,2008-09-05 03:47:02
138456,2763,3.5,2007-07-07 04:17:31
46135,2194,4.5,2005-03-22 09:13:37
42984,785,3.0,1999-12-26 08:58:16
135343,2001,3.5,2008-03-26 03:22:25
94446,2617,4.0,2001-06-20 19:57:38
113806,4299,3.0,2005-11-11 23:39:24
122971,1093,3.0,2003-03-08 08:40:09
72386,1193,4.5,2014-02-28 14:20:41
25935,928,4.0,1998-02-16 16:22:36
126554,3341,5.0,2006-01-03 03:28:33
88402,2987,3.0,2005-05-20 19:47:57
7266,6942,5.0,2013-01-02 18:22:12
116345,912,5.0,2002-04-24 07:27:06
66749,2657,4.0,1999-12-13 02:06:49
6213,468,1.0,2010-06-19 11:22:39
94131,2000,5.0,1998-10-21 13:00:19
9009,1370,4.0,2006-03-07 13:11:13
137131,4128,4.0,2006-10-21 06:16:30
122924,837,3.0,1996-08-21 13:30:44
18684,2804,5.0,2002-07-27 23:27:40
25340,17,4.0,2000-02-24 03:03:58
101329,185,3.5,2004-10-26 17:42:07
24116,866,4.0,2013-01-02 03:38:56
67753,4720,4.0,2013-09-07 11:41:56
101557,2881,3.5,2011-04-29 16:10:25
82365,427,1.0,1996-05-19 21:12:55
80337,106696,4.0,2014-05-21 14:02:51
93219,1777,2.0,2000-11-20 10:00:34
104181,1970,1.0,1999-11-03 00:03:56
121250,1373,4.0,2007-12-28 15:49:04
28239,3740,3.0,2009-05-27 14:16:42
133385,1907,4.0,2003-05-07 05:50:29
105994,2770,4.0,1999-11-09 21:33:54
48904,4734,3.0,2002-08-31 02:10:00
11712,4557,3.5,2003-05-30 12:50:27
128240,500,4.0,1996-07-03 20:17:58
121034,1029,5.0,1999-12-15 02:59:12
118533,364,3.0,2006-08-07 01:52:27
125821,6335,3.5,2003-12-15 03:11:56
93386,8207,4.0,2012-01-21 08:30:28
109730,2728,2.5,2005-08-09 00:05:16
107317,2003,2.5,2006-11-05 02:57:29
78019,1088,4.0,2006-02-16 16:56:00
2931,67252,3.5,2010-01-24 00:59:46
12164,107,4.0,2002-07-24 18:32:58
130007,27728,4.0,2005-01-11 17:13:38
124624,2672,4.0,2001-11-13 03:30:58
51740,4018,4.0,2010-11-08 10:09:54
116912,1580,4.0,2006-01-13 18:33:44
66305,68954,4.0,2011-05-29 15:45:42
49904,67255,3.5,2012-08-10 16:03:30
20506,4308,5.0,2001-06-03 01:45:00
38505,325,1.0,1998-04-15 16:55:53
92259,5872,3.0,2005-03-30 16:35:13
14792,1,4.0,2015-03-15 15:07:01
50160,5060,4.5,2008-08-25 03:05:18
49554,2858,4.5,2003-12-16 20:56:13
105824,2572,3.5,2010-02-21 19:11:02
23039,91630,3.5,2015-02-01 02:15:22
22877,647,3.0,2002-05-20 06:02:52
23058,1393,4.0,1998-02-16 11:54:40
116118,45,3.0,2000-12-08 19:20:15
105458,1493,3.0,2000-12-04 21:30:43
126979,733,3.0,1997-01-25 13:38:16
54793,1221,4.5,2004-02-24 23:55:23
115463,1,4.0,2002-04-29 22:15:45
88793,296,5.0,1999-10-04 23:35:48
35920,1258,3.5,2013-06-05 02:38:41
12730,1278,4.5,2008-10-29 00:57:42
63572,1073,5.0,2002-09-04 12:45:46
26849,2901,4.0,2003-03-18 07:57:13
29140,236,3.0,2000-11-20 17:51:54
57744,1580,4.0,2001-08-25 18:50:33
36851,1198,5.0,2001-11-11 04:44:52
91541,5299,4.5,2006-06-23 13:08:55
95179,2617,4.5,2008-07-29 16:33:33
34805,79,4.0,1997-06-07 15:03:40
71629,1404,3.5,2005-08-04 19:16:06
76869,1367,2.5,2005-02-01 02:19:03
37946,3317,4.0,2001-04-03 01:54:35
84802,908,4.5,2003-08-14 12:45:25
130450,2804,4.5,2005-06-20 17:05:58
6465,45210,4.0,2009-04-02 00:55:46
86368,1042,4.5,2003-09-14 00:27:49
53987,3949,4.5,2008-12-28 03:27:22
94351,6378,3.0,2009-10-06 17:30:40
41267,112749,2.5,2015-01-19 02:28:49
23668,38499,2.5,2012-02-24 22:57:05
56063,70,4.0,2000-11-21 05:01:43
135196,6755,4.0,2005-01-21 19:37:30
12385,349,4.0,2000-03-18 00:13:41
84222,1278,4.0,2002-02-17 02:16:07
105426,5349,3.0,2007-02-05 22:47:10
38670,27808,3.5,2006-08-13 20:49:44
130193,25828,2.5,2012-01-31 03:23:00
41769,859,1.0,2002-02-12 03:57:29
112351,3810,3.0,2003-09-01 01:03:39
51312,1464,4.0,2006-12-20 15:13:12
107326,851,3.0,2002-07-20 21:23:53
30306,367,4.0,2005-10-18 07:19:02
16162,31030,4.5,2008-05-16 03:57:32
81184,1416,2.0,2000-08-22 17:30:45
34204,380,4.0,2003-01-19 21:22:19
82714,105,3.0,2011-08-25 21:48:34
3053,1090,4.0,1997-05-11 12:55:45
43384,98140,2.5,2012-11-13 19:03:53
84879,2396,5.0,2000-11-08 23:57:45
131108,1266,4.0,2001-12-29 08:46:04
17703,1,4.0,1997-01-16 08:21:17
113116,3107,4.0,2011-09-05 22:08:08
101040,71379,5.0,2009-11-01 09:37:22
34798,4467,3.5,2010-12-30 23:08:50
21964,168,3.0,1996-04-29 19:18:40
67068,79357,3.0,2010-09-26 14:19:08
70415,296,5.0,1996-07-09 19:42:09
30247,2804,4.5,2006-10-07 21:38:32
99370,316,5.0,1996-06-30 06:34:26
105866,2303,5.0,2002-01-03 03:55:09
42228,41650,3.0,2013-11-03 21:53:09
94915,3061,5.0,2004-03-21 22:30:18
65136,1923,4.0,2011-10-26 19:34:42
100432,1079,4.0,2004-07-24 20:47:15
124246,34048,4.5,2007-03-16 14:25:25
135186,48231,4.5,2010-06-19 05:53:40
38338,527,4.5,2011-12-29 16:11:08
107326,3629,5.0,2002-07-14 03:24:56
113926,1127,5.0,1998-12-23 13:42:11
135780,88163,4.5,2013-07-17 01:48:01
102960,57669,3.0,2009-08-10 20:39:57
109971,315,4.0,1996-09-18 00:08:41
108211,1,2.0,2005-11-22 22:49:26
54214,3981,3.0,2014-08-22 19:21:25
65297,1273,4.0,2003-05-05 16:44:23
122289,6003,4.5,2010-10-09 01:54:41
63347,3793,4.0,2014-07-20 15:22:33
52601,2463,5.0,1999-10-02 09:09:30
57926,2424,5.0,2000-03-20 19:26:24
25396,1210,4.0,2009-01-04 16:01:16
76536,48738,4.0,2008-12-18 14:04:40
79902,7458,5.0,2004-11-23 16:50:37
130908,7072,3.5,2014-06-27 19:51:19
117958,2804,5.0,1999-10-31 00:03:11
135795,2953,1.5,2007-08-06 04:04:47
16234,380,4.0,2002-05-13 11:22:22
121961,743,3.0,1996-08-15 20:55:38
43917,61,1.0,1996-11-10 11:19:47
44096,608,5.0,2009-12-15 12:03:51
47039,3005,3.0,2010-08-06 07:10:20
80987,344,2.0,2010-08-11 02:37:10
31906,2081,3.0,2008-11-20 10:43:45
62454,3635,2.0,2003-03-11 19:47:09
134774,585,2.5,2005-03-23 02:53:04
29143,8042,4.5,2010-09-15 20:39:04
122660,2028,2.0,1999-10-03 12:53:42
23061,8260,3.5,2012-08-22 15:04:08
133916,42723,1.0,2006-09-27 22:24:13
80206,5349,4.0,2002-07-06 14:26:32
27016,1198,3.5,2014-12-26 16:52:35
20878,2497,3.0,2000-12-04 21:41:03
80361,3101,4.0,1999-12-11 21:52:15
90009,355,1.0,2011-01-20 19:29:57
1767,2599,4.0,2003-04-02 20:22:14
90837,1203,3.5,2008-02-21 21:50:19
40355,540,3.0,1996-08-06 11:37:31
120278,1704,4.0,2014-06-18 12:34:50
122583,2294,3.0,2009-08-04 03:11:00
49602,47610,4.5,2009-03-24 07:49:13
123135,1625,5.0,2009-08-28 02:42:46
114326,253,4.0,1996-09-13 13:02:23
127941,1233,3.5,2008-04-23 21:04:46
129857,589,5.0,2004-11-17 07:08:52
79025,3176,2.0,2000-03-21 22:37:18
110139,5881,3.0,2009-05-17 00:37:48
61094,2,4.0,2011-04-26 16:15:49
54085,8917,4.5,2010-07-18 11:56:12
98719,1356,4.0,1996-12-13 04:12:27
120252,76119,2.0,2011-05-30 05:24:48
55278,1569,3.0,2004-02-27 18:05:06
80112,4037,4.0,2002-05-20 04:53:42
64880,3545,4.0,2000-07-04 00:59:57
71913,4213,3.0,2001-11-17 00:27:48
98518,52245,3.5,2007-10-26 15:20:27
24884,2470,2.5,2009-12-05 12:45:02
25614,2324,4.0,2010-08-24 02:18:22
84619,3011,4.0,1999-11-06 08:48:12
73402,351,2.0,1996-05-24 18:11:52
132888,1727,2.5,2013-06-22 20:48:16
13434,5945,3.5,2006-09-17 16:19:25
113678,2353,3.0,2004-08-31 04:42:36
108408,235,4.0,2001-01-13 14:57:07
113957,3174,2.5,2011-03-14 23:07:25
5758,3755,4.0,2000-11-25 22:30:01
22914,1635,3.0,2001-09-17 12:39:37
1931,533,4.0,1996-11-23 18:12:36
41252,97913,3.5,2014-03-03 23:50:05
126014,2762,5.0,1999-11-05 13:37:01
13413,1962,2.0,2000-12-08 21:58:40
34856,2944,4.0,2001-03-20 00:12:14
117713,1179,3.0,2007-08-07 07:23:13
12131,59369,3.0,2009-02-27 12:21:50
51451,260,3.0,1997-06-27 13:06:31
43451,4643,2.0,2005-04-06 06:26:07
65926,5265,1.0,2006-05-08 20:35:21
15655,5577,4.0,2005-03-12 17:39:47
89195,3275,5.0,2008-12-19 00:32:08
62040,3820,2.5,2011-04-26 08:00:46
136554,2006,3.0,2000-07-31 20:11:26
128289,2991,3.5,2005-03-22 16:10:03
22188,110,3.5,2005-01-13 09:56:38
7647,31,3.0,1997-05-01 04:27:57
1114,165,4.0,1996-09-10 19:25:25
107732,54,1.0,1996-09-17 11:58:07
108355,552,3.0,2004-08-19 23:15:10
37530,2058,3.0,2000-11-19 21:45:59
111563,4443,0.5,2004-06-11 19:09:36
124051,1968,4.5,2004-07-08 07:31:58
44492,40815,5.0,2008-11-14 16:17:26
102865,3117,3.0,2003-03-10 15:45:57
5083,805,5.0,2007-07-17 08:45:35
25808,546,2.0,1996-10-25 14:39:54
111865,337,2.5,2009-06-15 14:33:23
73268,3412,3.0,2000-08-07 22:28:27
70391,3360,3.0,2000-11-27 15:45:39
18712,500,3.5,2004-08-16 06:27:15
67657,1388,2.0,2000-01-10 22:43:22
52054,294,1.0,1996-05-10 23:01:13
12767,551,3.0,1999-10-12 03:32:42
71975,3735,4.0,2007-04-04 01:44:08
109430,2513,1.0,2009-04-17 16:18:21
114544,485,1.0,2004-07-06 19:54:57
54214,2683,2.0,2014-08-22 16:02:59
123334,437,3.0,2005-01-08 18:44:52
102347,265,5.0,1999-10-17 19:54:08
534,5952,5.0,2011-02-19 05:36:20
114427,114552,4.0,2015-01-01 12:38:23
54673,344,2.0,1996-09-06 17:44:50
22352,8783,3.5,2008-08-04 02:42:41
5030,246,5.0,1997-11-13 11:21:33
113733,4239,4.0,2008-07-20 12:44:56
135819,1913,4.0,2001-05-28 19:54:37
31199,589,5.0,2007-12-09 16:48:29
116443,789,5.0,1996-10-09 05:21:46
25465,235,3.0,1996-07-09 16:38:22
367,1882,2.5,2005-05-25 23:04:39
47816,33903,5.0,2006-12-24 23:35:24
21044,5418,4.5,2008-11-14 20:58:17
25809,1961,5.0,1998-07-27 00:33:01
70902,89774,4.0,2013-08-13 03:39:01
36727,593,4.5,2012-03-26 19:06:32
8448,1230,4.0,2000-11-14 01:52:48
48503,527,5.0,1999-12-11 20:21:58
41079,1356,2.5,2003-05-28 23:24:49
96840,1405,3.0,1997-11-19 16:01:18
96447,953,5.0,2001-08-05 23:42:43
5030,1193,4.0,1997-11-13 11:14:15
102911,8810,1.0,2012-11-22 22:48:34
37200,2085,4.0,2007-10-12 09:45:05
111633,1079,5.0,2007-11-17 13:23:36
138130,2571,5.0,1999-12-14 19:37:33
4313,1883,4.0,2001-06-14 17:02:57
104813,8784,4.5,2012-05-13 12:52:35
6112,56788,4.0,2008-05-23 04:49:47
108561,41285,4.0,2012-12-17 02:25:28
45628,79702,4.5,2011-10-21 13:13:00
51616,5481,3.5,2007-01-03 04:55:44
125585,1861,4.0,1999-10-30 13:04:46
51788,1297,4.0,2000-12-02 06:57:37
25823,6787,4.0,2004-03-20 20:02:47
63480,208,1.0,1996-08-16 21:06:59
91353,76077,3.0,2010-10-03 23:21:09
33742,1097,4.0,1999-12-12 00:14:26
99701,3693,4.0,2000-05-30 01:59:35
114535,3481,3.0,2000-11-23 08:19:40
18080,4811,5.0,2001-11-29 06:50:55
